Thumbnail,Roll,Shot Name,Version,Type,Path
,C014C018_230920_RO8N.%d.exr,S002_SH0030,v001,sequence,/home/rapa/westworld_serin/converter/westworld/20241226_2/001_C014C018_230920_RO8N
